Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos,Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos,Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos,Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos
  2.860000000000000e+00, -4.383976207326404e-01, -4.966007907026615e-03,  1.321383868529260e-02,  4.787575935615821e-01, -1.031101234131133e-01,  8.183087168999266e-03
  2.870000000000000e+00, -4.270087740174469e-01,  6.324741852570481e-03,  1.103099064602094e-02,  5.202756192593972e-01, -6.452359369761775e-02, -1.313834408623716e-02
  2.880000000000000e+00, -4.124463368797011e-01,  1.699061820657244e-02,  8.632557220496655e-03,  5.659852121469474e-01, -2.466297924479081e-02, -3.285036058010034e-02
  2.890000000000000e+00, -3.944913995170076e-01,  2.706149045726436e-02,  6.005154318198389e-03,  6.157435500442272e-01,  1.492454375060651e-02, -5.010743256856565e-02
  2.900000000000000e+00, -3.731222840924856e-01,  3.657765878391950e-02,  3.090944373020063e-03,  6.691526003201491e-01,  5.249981606257777e-02, -6.397826094279463e-02
  2.910000000000000e+00, -3.485496165025795e-01,  4.554141143954960e-02, -1.969283666726075e-04,  7.255633714428842e-01,  8.632886092194578e-02, -7.357698035475292e-02
  2.920000000000000e+00, -3.211932449526749e-01,  5.388569288708456e-02, -3.934097575460857e-03,  7.841235220011276e-01,  1.148831601984770e-01, -7.818827203706173e-02
  2.930000000000000e+00, -2.916111863024546e-01,  6.146994781824477e-02, -8.139104825340710e-03,  8.438570305383309e-01,  1.369931283520548e-01, -7.734712770047604e-02
  2.940000000000000e+00, -2.604087110091906e-01,  6.809998154633923e-02, -1.274394188586518e-02,  9.037514812055326e-01,  1.519474386132552e-01, -7.086896330352306e-02
  2.950000000000000e+00, -2.281559805949688e-01,  7.356348430522242e-02, -1.759132363838063e-02,  9.628275861664348e-01,  1.595518761521550e-01, -5.886017589916855e-02
  2.960000000000000e+00, -1.953312398603601e-01,  7.767437668618227e-02, -2.245624125262286e-02,  1.020180266932064e+00,  1.601427619210272e-01, -4.173412969864562e-02
  2.970000000000000e+00, -1.622957322684413e-01,  8.031362586593360e-02, -2.708560030830468e-02,  1.074997158683072e+00,  1.545315847986701e-01, -2.022001492375000e-02
  2.980000000000000e+00, -1.292998134009254e-01,  8.145117228272314e-02, -3.124323927209419e-02,  1.126566324824179e+00,  1.438731978235664e-01,  4.661007957774035e-03
  2.990000000000000e+00, -9.651085388145378e-02,  8.114588548736257e-02, -3.474293662955725e-02,  1.174281822543675e+00,  1.294841814378077e-01,  3.166227093901118e-02
  3.000000000000000e+00, -6.404584355538914e-02,  7.953219643268117e-02, -3.746124027824423e-02,  1.217649297339481e+00,  1.126600341201130e-01,  5.941822360517975e-02
  3.010000000000000e+00, -3.199645751269018e-02,  7.680114014406025e-02, -3.933436270129560e-02,  1.256287800042491e+00,  9.453620480822857e-02,  8.657616158790685e-02
  3.020000000000000e+00, -4.439933582268532e-04,  7.317951143659873e-02, -4.034851207287780e-02,  1.289923379659648e+00,  7.601538584913814e-02,  1.119241261208242e-01
  3.030000000000000e+00,  3.053150300431333e-02,  6.890968832281930e-02, -4.052855332992234e-02,  1.318373559863891e+00,  5.775961583264838e-02,  1.344899851545614e-01
  3.040000000000000e+00,  6.084049365255579e-02,  6.423146887411058e-02, -3.992290755098073e-02,  1.341525199518567e+00,  4.022838649677005e-02,  1.536037250337191e-01
  3.050000000000000e+00,  9.037571200965913e-02,  5.936597535761523e-02, -3.858698140029130e-02,  1.359312596457005e+00,  2.373400165322845e-02,  1.689264705499433e-01
  3.060000000000000e+00,  1.190194240164309e-01,  5.450217351798980e-02, -3.657307178580722e-02,  1.371702956716167e+00,  8.489611032096285e-03,  1.804515366486204e-01
  3.070000000000000e+00,  1.466602698232524e-01,  4.978834723157433e-02, -3.392757784366593e-02,  1.378688557451633e+00, -5.359471480148665e-03,  1.884800895556126e-01
  3.080000000000000e+00,  1.731991797872591e-01,  4.533008200984678e-02, -3.069015267198062e-02,  1.380280854117173e+00, -1.771817465985134e-02,  1.935725446629591e-01
  3.090000000000000e+00,  1.985400973369680e-01,  4.119274975017051e-02, -2.689200742051476e-02,  1.376505434831616e+00, -2.853116672661602e-02,  1.964790541839863e-01
  3.100000000000000e+00,  2.225770620960949e-01,  3.740709613346693e-02, -2.255401619833890e-02,  1.367399254358256e+00, -3.777588556906549e-02,  1.980550008176876e-01
  3.110000000000000e+00,  2.451876667009188e-01,  3.397956162471916e-02, -1.768672674444323e-02,  1.353011441223791e+00, -4.546013407930483e-02,  1.991692052146163e-01
  3.120000000000000e+00,  2.662358801768446e-01,  3.090616207977326e-02, -1.229350199846621e-02,  1.333407337937733e+00, -5.162396677685743e-02,  2.006154737282085e-01
